dataset,original_index,xai_type,task,explainer_1,explainer_2,explainer_3,your preference
boolq,22,rationale,"Question: did they find both halves of the titanic

Passage: The wreck of the RMS Titanic lies at a depth of about 12,500 feet (3.8 km; 2.37 mi), about 370 miles (600 km) south-southeast off the coast of Newfoundland. It lies in two main pieces about a third of a mile (600 m) apart. The bow is still largely recognizable with many preserved interiors, despite its deterioration and the damage it sustained hitting the sea floor. In contrast, the stern is completely ruined. A debris field around the wreck contains hundreds of thousands of items spilled from the ship as she sank. The bodies of the passengers and crew would have also been distributed across the sea bed, but have been consumed by other organisms.

Answer the question given the passage.","The passage states that the Titanic lies in two main pieces. It specifically identifies these found pieces as the bow and the stern. Therefore, it confirms that both halves of the ship were discovered.","The passage states that the Titanic wreck 'lies in two main pieces about a third of a mile (600 m) apart,' and then describes both the bow and the stern sections. Since both halves were located and examined, the answer is Yes.","The passage states the wreck lies in two main pieces, the bow and the stern, which are about a third of a mile apart. This directly confirms that both halves of the Titanic were found. Therefore, the answer is 'Yes'.",
fever,62,attribution,"Claim: The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.

Evidence: When did the Trump Campaign request for a supreme court nominees list from Biden He asked for the list on the 22nd of June Did trump make another such request? He made another request on the 24th of August When did Justice Ruth Bader Ginsburg die It’s been noted that she passed away on Rosh Hashanah which is on the 19th of September

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking",**The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.** When did the Trump Campaign request for a supreme court nominees list from Biden **He asked for the list on the 22nd of June** Did trump make another such request? **He made another request on the 24th of August** When did Justice Ruth Bader Ginsburg die It’s been noted that **she passed away on Rosh Hashanah which is on the 19th of September**,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees **after** Justice Ruth Bader Ginsburg passed away. When did the Trump Campaign request for a supreme court nominees list from Biden **He asked for the list on the 22nd of June** Did trump make another such request? **He made another request on the 24th of August** When did Justice Ruth Bader Ginsburg die It's been noted that **she passed away on Rosh Hashanah which is on the 19th of September**,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees **after Justice Ruth Bader Ginsburg passed away**. When did the Trump Campaign request for a supreme court nominees list from Biden **He asked for the list on the 22nd of June** Did trump make another such request? **He made another request on the 24th of August** When did Justice Ruth Bader Ginsburg die **It’s been noted that she passed away on Rosh Hashanah which is on the 19th of September**,
fever,62,counterfactual,"Claim: The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.

Evidence: When did the Trump Campaign request for a supreme court nominees list from Biden He asked for the list on the 22nd of June Did trump make another such request? He made another request on the 24th of August When did Justice Ruth Bader Ginsburg die It’s been noted that she passed away on Rosh Hashanah which is on the 19th of September

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking",The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees before Justice Ruth Bader Ginsburg passed away. When did the Trump Campaign request for a supreme court nominees list from Biden He asked for the list on the 22nd of June Did trump make another such request? He made another request on the 24th of August When did Justice Ruth Bader Ginsburg die It’s been noted that she passed away on Rosh Hashanah which is on the 19th of September,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away. When did the Trump Campaign request for a supreme court nominees list from Biden He asked for the list on the 22nd of October Did trump make another such request? He made another request on the 24th of November When did Justice Ruth Bader Ginsburg die It's been noted that she passed away on Rosh Hashanah which is on the 19th of September,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away. When did the Trump Campaign request for a supreme court nominees list from Biden He asked for the list on the 22nd of June Did trump make another such request? He made another request on the 24th of August When did Justice Ruth Bader Ginsburg die It’s been noted that she passed away on Rosh Hashanah which is on the 19th of September,
fever,62,rationale,"Claim: The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.

Evidence: When did the Trump Campaign request for a supreme court nominees list from Biden He asked for the list on the 22nd of June Did trump make another such request? He made another request on the 24th of August When did Justice Ruth Bader Ginsburg die It’s been noted that she passed away on Rosh Hashanah which is on the 19th of September

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","The claim states the Trump campaign only asked for the nominee list after Justice Ginsburg died. However, the text shows the campaign made requests on June 22nd and August 24th, well before her death on September 19th. Therefore, the provided text directly refutes the claim.","The Trump campaign asked Biden to release his list of Supreme Court nominees on June 22nd and again on August 24th. Justice Ruth Bader Ginsburg passed away on September 19th. Since both requests were made before her death, the claim that the campaign 'only asked' after her passing is refuted.","The text states Trump's first request was on June 22, which is before Justice Ginsburg's death on September 19, contradicting the initial claim that it only happened after her death. This contradiction refutes the claim by showing the request occurred earlier.",
fever,53,attribution,"Claim: All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government.

Evidence: What's the link provided in the claim to obtain the free phone provided by the Indian government  to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? A blog. Did the Indian Government provide free smartphones to students during the pandemic The Indian Government didn't provide free android phones to students during the pandemic. The link was created under a blog and there is no official statement from the government as regards that and it is highly unusual for the federal government to make such provisions under a blog

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking",All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government. What's the link provided in the claim to obtain the free phone provided by the Indian government  to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? A blog. Did the Indian Government provide free smartphones to students during the pandemic **The Indian Government didn't provide free android phones to students during the pandemic**. The link was created under a blog and **there is no official statement from the government as regards that** and it is highly unusual for the federal government to make such provisions under a blog,All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government. What's the link provided in the claim to obtain the free phone provided by the Indian government to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? **A blog.** Did the Indian Government provide free smartphones to students during the pandemic **The Indian Government didn't provide free android phones to students during the pandemic.** **The link was created under a blog and there is no official statement from the government** as regards that and **it is highly unusual for the federal government to make such provisions under a blog**,The Indian Government **didn't provide free android phones to students during the pandemic**. The link was created under **a blog and there is no official statement from the government** as regards that and it is **highly unusual for the federal government to make such provisions under a blog**.,
fever,53,counterfactual,"Claim: All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government.

Evidence: What's the link provided in the claim to obtain the free phone provided by the Indian government  to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? A blog. Did the Indian Government provide free smartphones to students during the pandemic The Indian Government didn't provide free android phones to students during the pandemic. The link was created under a blog and there is no official statement from the government as regards that and it is highly unusual for the federal government to make such provisions under a blog

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking",All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government. What's the link provided in the claim to obtain the free phone provided by the Indian government  to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? A site. Did the Indian Government provide free smartphones to students during the pandemic The Indian Government did so provide free android phones to students during the pandemic. The link was created under a site and there is an official statement from the government as regards that and it is highly typical for the federal government to make such provisions under a site,All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government. What's the link provided in the claim to obtain the free phone provided by the Indian government  to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? A blog. Did the Indian Government provide free smartphones to students during the pandemic The Indian Government did provide free android phones to students during the pandemic. The link was created under a blog but the official statement from the government confirms this program and it is a supplementary portal the federal government used to make such provisions under a blog,"The Indian Government provided free Android smartphones to students during the pandemic, and the official link to register is https://registration–form-free–smartphone.blogspot.com/, which directs to a government-hosted blog page for this purpose.",
fever,53,rationale,"Claim: All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government.

Evidence: What's the link provided in the claim to obtain the free phone provided by the Indian government  to students during the coronavirus pandemic? https://registration–form-free–smartphone.blogspot.com/ What page does the link refer to? A blog. Did the Indian Government provide free smartphones to students during the pandemic The Indian Government didn't provide free android phones to students during the pandemic. The link was created under a blog and there is no official statement from the government as regards that and it is highly unusual for the federal government to make such provisions under a blog

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","The text introduces a claim that the Indian government is giving free smartphones to students through a blog link. However, it explicitly states that the government made no such provision or official statement. Thus, the provided evidence directly refutes the initial claim.","The claim states that the Indian government is providing free Android smartphones to all students who switched to online education during the pandemic. However, the evidence shows that the link provided leads to a blog (blogspot.com), not an official government website, and there is no official statement from the Indian government confirming such a program. Since the government did not actually provide free smartphones and the claim is based on a fraudulent blog link, the evidence refutes the claim.","The claim states the government provided free smartphones, but the link is to a non-official blog with no government statement, indicating the claim is false. The response 'Refutes' correctly identifies this as a refutation of the claim. The lack of official support and unusual nature of a blog-based government provision further supports the refutation.",
fever,65,attribution,"Claim: Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.

Evidence: Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions.
More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.

2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).

3. Remove the needle protector, which on occasion can be a little stiff.

4. Administer the vaccine.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","**Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.** Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions. More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.  2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).  **3. Remove the needle protector**, which on occasion can be a little stiff.  **4. Administer the vaccine.**","Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle. Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions. More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.  2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).  3. **Remove the needle protector**, which on occasion can be a little stiff.  4. **Administer the vaccine**.","Sadiq Khan **faked getting the flu jab as the plastic cap was still on the needle**. Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions. More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise. 2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture). 3. **Remove the needle protector, which on occasion can be a little stiff**. 4. Administer the vaccine.",
fever,65,counterfactual,"Claim: Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.

Evidence: Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions.
More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.

2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).

3. Remove the needle protector, which on occasion can be a little stiff.

4. Administer the vaccine.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","Sadiq Khan actually took the flu jab as the plastic cap was kept off the needle. Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions. More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.  2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).  3. Remove the needle protector, which on occasion can be a little stiff.  4. Administer the vaccine.","Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle. Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions. More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.  2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).  3. The needle protector stays on during administration as it retracts automatically upon skin contact.  4. Administer the vaccine.","Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle. Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions. More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS. At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise. 2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture). 3. Remove the needle protector, which on occasion can be a little stiff. 4. Administer the vaccine, which Sadiq Khan did correctly with the cap removed.",
fever,65,rationale,"Claim: Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.

Evidence: Why was Sadiq Khan being offered the flu jab? Flu kills an average of 8,000 people every year, and it can be particularly serious in older adults, very young children, and people with underlying health conditions.
More people than ever are now eligible for the flu vaccine and 25 million people in England will be offered it for free by the NHS At what point do you need to take the cap off of the needle before use? 1. Holding the syringe barrel in one hand (avoid holding the syringe plunger), unscrew the syringe cap by twisting it anticlockwise.

2. To attach the needle to the syringe, twist the needle clockwise into the syringe until you feel it lock (see picture).

3. Remove the needle protector, which on occasion can be a little stiff.

4. Administer the vaccine.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","The text details the standard procedure for administering a vaccine, noting the cap must be removed immediately before injection. This shows that observing the cap on the needle merely captures the preparation phase, not a fake injection. Therefore, the procedural evidence directly refutes the claim that the event was staged.","The text explains the proper procedure for administering a vaccine, which includes removing the needle protector before administration (step 3). The claim states the plastic cap was still on the needle, but the text provides the standard protocol showing caps must be removed before use, and the image context from official NHS guidance confirms proper procedure was followed. Therefore, the evidence refutes the claim that the flu jab was faked due to a cap being left on.","The text refutes the claim that Sadiq Khan faked getting the flu jab by explaining the correct procedure for administering the vaccine, which includes removing the needle cap before use, thus implying the initial accusation is based on a misunderstanding of standard medical protocol.",
fever,49,attribution,"Claim: The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth

Evidence: What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth What is the average net worth of a typical white family in the USA compared to that of a typical black family? **At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016.** What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.","The Median White Household Wealth In The US Is **81 Times** that of The Black Median Household Wealth What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is **nearly ten times greater** than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is **6.7 times greater** than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.","The claim states **81 times** that of the Black median, but the text provides data showing **nearly ten times greater** and **6.7 times greater**, which directly refutes the 81 times figure.",
fever,49,counterfactual,"Claim: The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth

Evidence: What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","The Median White Household Wealth In The US Is 10 Times that of The Black Median Household Wealth What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.","The Median White Household Wealth In The US Is 10 Times that of The Black Median Household Wealth What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.","The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get its facts from? An article from the DCFPI.",
fever,49,rationale,"Claim: The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth

Evidence: What is the average net worth of a typical white family in the USA compared to that of a typical black family? At $171,000, the net worth of a typical white family is nearly ten times greater than that of a Black family ($17,150) in 2016. What is the average net worth of a typical white family in the USA compared to that of a typical black family? White average wealth ($929,800), which is more influenced by very rich families and does not characterize the typical experience, is 6.7 times greater than Black average wealth ($138,100). Where does the claim get it's facts from? An article from the DCFPI.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","The initial statement claims that median white household wealth is 81 times greater than black household wealth. However, the provided text explicitly shows the actual median wealth gap is nearly 10 times greater and the average gap is 6.7 times greater. Because the provided statistics directly contradict the 81 times multiplier, the text refutes the claim.","The claim states that median white household wealth is 81 times that of black median household wealth. However, the text clearly states that the net worth of a typical white family ($171,000) is nearly ten times greater than that of a black family ($17,150), not 81 times. Since the actual ratio is approximately 10:1, not 81:1, the claim is grossly exaggerated and therefore the evidence refutes it.","The claim states a median wealth ratio of 81 times, but the text provides data showing typical net worth ratios of 10 times (median) and 6.7 times (average), which are much lower. This discrepancy directly contradicts the claim's specific figure, indicating it is not supported by the facts presented.",
fever,42,attribution,"Claim: Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.”

Evidence: What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA:

You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans. 
Insurers can't refuse coverage based on gender or a pre-existing condition. 
There are no lifetime or annual limits on coverage. 
Young adults can stay on their family’s insurance plan until age 26. 
Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating ""the entire ACA act must fall,"" hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","Donald Trump is in federal court trying to do away with the Affordable Care Act, **100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.**” What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA:  You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans.  **Insurers can't refuse coverage based on gender or a pre-existing condition.**  There are no lifetime or annual limits on coverage.  Young adults can stay on their family’s insurance plan until age 26.  Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act **The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating ""the entire ACA act must fall,""** hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.","Donald Trump is in federal court trying to do away with the Affordable Care Act, **100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.** What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA: You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans. **Insurers can't refuse coverage based on gender or a pre-existing condition.** There are no lifetime or annual limits on coverage. Young adults can stay on their family's insurance plan until age 26. Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act **The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating ""the entire ACA act must fall,""** hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. **Overturning the ACA was a key campaign rallying point for President Trump in 2016** and Republican lawmakers have largely opposed the law since its inception in 2010.","Donald Trump is in federal court trying to do away with the Affordable Care Act, **100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.** What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA: You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans. Insurers can't refuse coverage based on gender or a pre-existing condition. There are no lifetime or annual limits on coverage. Young adults can stay on their family’s insurance plan until age 26. Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating **""the entire ACA act must fall,""** hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.",
fever,42,counterfactual,"Claim: Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.”

Evidence: What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA:

You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans. 
Insurers can't refuse coverage based on gender or a pre-existing condition. 
There are no lifetime or annual limits on coverage. 
Young adults can stay on their family’s insurance plan until age 26. 
Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating ""the entire ACA act must fall,"" hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.

Choose which best describes the relationship between claim and evidence from among these labels:
Supported
Refuted
Not Enough Evidence
Conflicting Evidence/Cherry-picking","Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would now have to pay more for their insurance under now.” What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA:  You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans.  Insurers can't refuse coverage based on gender or a pre-existing condition.  There are no lifetime or annual limits on coverage.  Young adults can stay on their family’s insurance plan until age 26.  Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating ""the entire ACA act must fall,"" hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.","Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would have to pay more for their insurance under now."" What is the Affordable care act The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA:  You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans.  Insurers can't refuse coverage based on gender or a pre-existing condition.  There are no lifetime or annual limits on coverage.  Young adults can stay on their family's insurance plan until age 26.  Seniors who hit the Medicare Prescription Drug Plan coverage gap or ""donut hole"" can get a discount on medications. What was Trump's stance on the Affordable Care Act The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating ""the entire ACA act must fall,"" hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.","Donald Trump is in federal court trying to preserve the Affordable Care Act, 100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now. The Affordable Care Act (ACA) provides individuals and families greater access to affordable health insurance options including medical, dental, vision, and other types of health insurance that may not otherwise be available. Under the ACA: You may be able to purchase health care coverage through a state or federal marketplace that offers a choice of plans. Insurers can't refuse coverage based on gender or a pre-existing condition. There are no lifetime or annual limits on coverage. Young adults can stay on their family’s insurance plan until age 26. Seniors who hit the Medicare Prescription Drug Plan coverage gap or 'donut hole' can get a discount on medications. What was Trump's stance on the Affordable Care Act The Trump administration yesterday asked the Supreme Court to repeal the Affordable Care Act (ACA, also known as Obamacare) stating 'the entire ACA act must fall,' hours after Republican state attorneys general, the coalition challenging the law, filed its briefs in the case. Overturning the ACA was a key campaign rallying point for President Trump in 2016 and Republican lawmakers have largely opposed the law since its inception in 2010.",
